Job,Education,InfoDeg,DateRange,Gender,WorkLevel
"['Market & Credit Risk Analyst', 'Banking Specialist']","['Laurea Magistrale  LM', 'Finanza intermediari e mercati', '108/110', 'Laurea triennale', 'Economia aziendalle', '101/110', 'diploma di maturità']",Magistrale,"['2018', '2021', '2015', '2018', '2010', '2015']",M,Impiegato
"['funzionaria politiche sociali', 'educatrice per minori ed handicap, operatrice culturale, responsabile di struttura per anziani,']","['Laurea specialistica in O.M.A. Occupazione mercato e ambiente', 'Sociologico', '110/110', 'laurea quadriennale in scienze politiche, indirizzo politco-sociale (1992)', 'scienze politiche indirizzo politico-sociale', '110', 'Master di II livello in Valutazione della qualità dei servizi socio-sanitari']",Magistrale,"['2005', '2008', '1984', '1992']",F,Impiegato
"['Market & Credit Risk Analyst', 'Stagista', 'Stagista']","['Laurea Magistrale  LM', 'Finanza, Intermediari e Mercati', '110/110', 'Laurea triennale', 'Economia aziendale', '110/110 e lode', 'Diploma Liceo Scientifico', '95/100']",Magistrale,"['2018', '2021', '2015', '2018', '2010', '2015']",M,Impiegato
"['Finanza - Pianificazione finanziaria e patrimoniale', 'Internship', 'Portalettere']","[""Laurea Magistrale  LM in Scienze dell'Economia e della Gestione Aziendale"", 'Economia e gestione aziendale', 'Laurea triennale', 'Economia e finanza', 'Diploma di istruzione secondaria superiore ad indirizzo scientifico', 'Piano nazionale informatica']",Magistrale,"['2013', '2015', '2010', '2013', '2004', '2009']",M,Quadro
"['Essegibi Service S.p.A.', 'Stage']","['Laurea Magistrale LM', 'Finanza, intermediari e mercati', 'Laurea triennale in Economia e Management', ""Scienze dell'economia e della gestione aziendale""]",Magistrale,"['2014', '2017', '2010', '2014', '2005', '2010']",M,Impiegato
['SCS Consulting | Consulenza direzionale'],"['Laurea magistrale in Finanza, intermediari e mercati', 'Voto finale: 110 e lode', 'Laurea in Scienze economiche e bancarie', 'Curriculum: banca e finanza', 'Voto finale: 109', 'Diploma', 'Voto finale: 97']",Magistrale,"['2017', '2020', '2014', '2017', '2009', '2014']",M,Quadro
"['Consulente strategico in finanza agevolata', 'Project Manager', 'Collaborazione occasionale', 'Tirocinante', 'Università di Bologna']","['Laurea Specialistica', 'Affari e relazioni internazionali', '110 e lode/110', 'Laurea triennale', 'Scienze della Comunicazione', '110/110', 'Master in Europrogettazione Official AICCRE', 'Europrogettazione', 'Ottimo']",Magistrale,"['2006', '2010', '2002', '2005', '2013', '2016']",F,Quadro
"['Consulente Tecnico Finanza Agevolata', 'Innova Finance', 'Stage', 'Tirocinio']","['Laurea Magistrale in Scienze Politiche', 'Politica Amministrazione e Organizzazione', '106/110', 'Laurea triennale', 'Sociologia e Scienze Criminologiche per la Sicurezza']",Magistrale,"['2013', '2015', '2009', '2013']",M,Quadro
['Junior Consultant Financial Risk Manager'],"['Laurea Magistrale LM in Finanza, Intermediari e Mercati', '108/110', 'Laurea triennale in Economia e Finanza', '92/110', 'Diploma Istituto Tecnico e Professionale', 'Ragioneria, Indirizzo giuridico economico e aziendale', '84/100']",Magistrale,"['2017', '2020', '2013', '2017', '2007', '2013']",M,Impiegato
"['financing advisor', 'Assistente contabile', ""Collaboratore  nell'ufficio amministrativo/contabile""]","['Laurea Magistrale  LM', 'Finanza intermediari  e mercati', 'Laurea triennale', 'Economia e amministrazione delle imprese']",Magistrale,"['2018', '2020', '2013', '2016']",M,Quadro
"['Risk Adviser', 'Junior Analyst Wealth and Asset Management', 'Intern Fintech Services', 'Insegnante di italiano']","['Laurea Magistrale  LM', 'Quantitative Finance', 'Summer School', 'GreEnFin Summer School', 'Erasmus', 'Economics- Mathematical Finance']",Magistrale,"['2018', '2021', '2020', '2020', '2020', '2020']",F,Quadro
['Junior Data Scientist'],"['Corso di Alta Formazione', 'Finanza Matematica', 'Laurea Magistrale in Matematica - Curriculum applicativo', '110/110', 'Laurea Triennale in Matematica', '103/110']",Magistrale,"['2020', '2020', '2018', '2021', '2015', '2018']",M,Impiegato
['Collaboratore'],"['Laurea Magistrale  LM', 'Scienze internazionali e diplomatiche', 'Laurea triennale', 'Scienze politiche, economiche e del governo', '110', 'Diploma', 'Relazioni internazionali per il marketing', '100']",Magistrale,"['2020', '2022', '2017', '2020', '2012', '2017']",F,Impiegato
"['Consulente Tecnico Finanza Agevolata e Corporate Finance', 'Consulente tecnico']","['Laurea Magistrale in Finanza Intermediari e Mercati', 'Finanza Intermediari e Mercati', 'Laurea Triennale in Economia Aziendale', 'Economia Aziendale']",Magistrale,"['2013', '2015', '2007', '2012']",M,Quadro
"['Simgest - La Finanza in linea con la filosofia Coop', 'Junior Asset Manager', 'Junior Export Manager']","['Laurea Magistrale  LM', 'Finanza, Intermediari e Mercati', '110/110', 'Laurea triennale', 'Economia e Finanza', 'diploma']",Magistrale,"['2015', '2017', '2012', '2015', '2008', '2012']",M,Impiegato
"[""Consulente Aziendale Finanza d'Impresa""]","['Ingegnere', 'Edilizia, urbanistica, architettura']",Triennale,"['1998', '2008']",M,Quadro
"['Analyst', 'Gestore patrimoniale', 'Junior Research Analyst']","['Laurea Magistrale  LM', 'Finanza Intermediari e Mercati', '110 e lode', 'Laurea triennale', 'Economia e Finanza', '110 e lode']",Magistrale,"['2013', '2015', '2010', '2013']",M,Quadro
"['Customer Service Sales Assistant', 'Corporate Banking Intern', 'Assistant Private Banker', 'Private Banking intern', 'Bagnino']","['Laurea Magistrale  LM', 'Finanza, intermediari e mercati', ""Laurea triennale in Scienze dell'Economia e della Gestione Aziendale"", 'Economia', 'Maturità scientifica', 'PNI matematica']",Magistrale,"['2015', '2018', '2012', '2015', '2007', '2012']",M,Impiegato
"['Consulente finanza agevolata', 'Collaboratore indipendente', 'Consulente finanza agevolata']","['Corso di Master Universitario di 1° livello', 'Esperto Progetti Finanziamenti e Fondi Europei', 'Laurea Triennale', ""Giurista d'Impresa e delle Amministrazioni Pubbliche""]",Triennale,"['2021', '2021', '2015', '2019']",M,Quadro
"['Consultant', 'CRIF', 'Tirocinio']","['Laurea Magistrale LM in Statistica, Economia e Impresa', 'Scienze Statistiche', '110/110', 'Laurea triennale in Economia, Mercati e Isitituzioni', 'Scienze Economiche', '103/110', 'Erasmus Program']",Magistrale,"['2017', '2019', '2014', '2017', '2016', '2016']",F,Quadro
"['Statistico e Data Manager', 'Tutor a supporto degli studenti', 'Statistico']","['Laurea Magistrale', 'Scienze statistiche', '110L', ""Bachelor's degree"", 'Mathematics and Statistics', 'First class with honours', 'Laurea', 'Scienze Statistiche', '110L']",Magistrale,"['2015', '2017', '2012', '2015', '2012', '2015']",F,Impiegato
"['Statistico e Data Manager', 'Rilevatore Statistico', 'Statistico - Tirocinio curriculare', 'Statistico - Tirocinio curriculare']","['Second Cycle Degree in Statistical Sciences', 'Curriculum: Life Statistics', '110/110 con lode', 'Laurea Triennale in Scienze Statistiche (L-41)', 'curriculum: Bio-demografico', '100/110', 'Diploma', 'Lingue estere: Inglese, Francese e Spagnolo', '87/100']",Triennale,"['2017', '2019', '2014', '2017', '2009', '2014']",F,Impiegato
['Statistico'],"['Laurea Specialistica in Scienza Statistiche', 'Epidemiology']",Magistrale,"['2004', '2010']",M,Impiegato
"['Digital Marketing Manager', 'Marketing Manager', 'Social media manager e addetto stampa', 'Consulente social media', 'Tirocinante ufficio stampa Assemblea Legislativa', 'Dipendente', 'Project manager', 'Tirocinio universitario']","['Scienze politiche', 'Mass Media e Politica', '101/110', 'Scienze Politiche', 'Sociologia', '97/110']",Triennale,"['2014', '2016', '2011', '2014']",M,Dirigente
"['Dirigente statistico', 'Collaboratore Statistico']","['Master in Biostatistica', 'Laurea in Scienze Statistiche e Demografiche', '110/110 e lode']",Triennale,"['2002', '2003', '2002']",F,Impiegato
"['Statistico', 'Segreteria Ufficio Ricerca Clinica e Organizzativa', 'Amministrativo', 'Tutor didattico Corso Formazione Permanente', 'Assegnista di ricerca']","['Sistemi informativi aziendali', 'Scienze statistiche', 'Laurea triennale', 'Matematica']",Triennale,"['2006', '2008', '2001', '2005']",F,Impiegato
"['Prometeia', 'tirocinante', 'tirocinante']","['Laurea specialistica in Scienze Statistiche ed Economiche', 'scienze statistiche', '110 con lode', 'Laureata in Statistica, Imprese e Mercati indirizzo Finanza', 'scienze statistiche', 'Maturità Scientifica']",Magistrale,"['2008', '2010', '2004', '2008', '1999', '2004']",F,Impiegato
"['Data Science', 'Impiegato back office', 'Tesista', 'Stagista comunicazione']","['Laurea Magistrale  LM in Statistica, Economia e Impresa', 'Marketing e ricerche di mercato', '110/110  con  Lode', 'Laurea breve in Scienze Statistiche', 'Economia e impresa', '107/110', 'Scuola Media Superiore', 'Ragioneria e programmazione informatica', '80/100']",Magistrale,"['2016', '2019', '2013', '2016', '2008', '2013']",F,Impiegato
['Data Scientist'],"['Scienze statistiche, finanziarie e attuariali', '110/110', 'Economia e commercio', 'Economia e finanza', '110/110 L']",Triennale,"['2018', '2020', '2015', '2018']",F,Impiegato
"['Data Scientist', 'Tutor', 'Studente collaboratore - Biblioteca Interdipartimentale di Agraria (Gabriele Goidanich)', 'Studente collaboratore - Biblioteca di Discipline Economiche (Walter Bigiavi)', 'Studente collaboratore - Biblioteca del Dipartimento di Scienze Statistiche (Paolo Fortunati)']","['Laurea Magistrale  LM', 'Statistical Sciences - Data science', '110/110 cum Laude', 'Laurea Triennale', ""Scienze Statistiche - Economia e gestione d'impresa"", '102/110', 'Scuola secondaria di secondo grado', 'Operatore della gestione aziendale', '93/100']",Magistrale,"['2017', '2020', '2013', '2017', '2008', '2013']",M,Impiegato
"['Consulente software', 'Studente tirocinante']","['Laurea Magistrale  LM', 'Scienze statistiche, finanziarie e attuariali', '110 cum laude', 'Laurea triennale', ""Economia dell'impresa"", '110 cum laude', 'Scuola superiore', '96']",Magistrale,"['2018', '2020', '2015', '2018', '2010', '2015']",M,Quadro
"['Prometeia', 'Stagista', 'Comparsa', 'Stagista']","['Laurea Magistrale  LM', 'Statistica', '110 e lode', '1° ciclo -  Laurea L', 'Statistica', '110 e lode']",Magistrale,"['2018', '2020', '2016', '2018']",M,Impiegato
"['Analista statistico', 'Account payable', 'Insegnamento', 'Revisore tecnico', ""Impiegato d'ufficio""]","['Laurea Magistrale  LM', 'Scienze statistiche', '101/110', 'Laurea breve', 'Economia e commercio percorso in Finanza', '102/110', 'Diploma liceo scientifico', 'Indirizzo PNI', '73/100']",Magistrale,"['2016', '2018', '2012', '2016', '2007', '2012']",F,Impiegato
"['Allianz Bank Financial Advisors', 'Steward', 'Finance Internship']","['Laurea Magistrale  LM in statistica', 'Ricerche di mercato e marketing', '92/110', '1°\xa0livello - Laurea L', 'Scienze statistiche', '95/110']",Magistrale,"['2017', '2019', '2014', '2017']",M,Quadro
"['Assistente alle politiche del Lavoro', 'Consulente di progetto', 'HR Consultant', 'Project Assistant', 'Branch Manager', 'Executive Search Assistant', 'Assistente ricerca, selezione del personale e consulenza aziendale', 'Co Owner']","['Scienze Politiche', 'indirizzo politico-amministrativo', 'HR Management', 'Gestione e servizi risorse umane', 'Licensed NLP  Coaching Practitioner', 'Licensed NLP Coaching Practitioner', 'Coach', 'Professional Coaching']",Triennale,"['1991', '1997', '2001', '2001', '2014', '2014', '2016', '2016']",F,Impiegato
"['Deloitte Italia', 'Hostess']","['Laurea Magistrale LM', 'Statistica, Economia e Impresa', '110L/110', 'Laurea triennale', 'Matematica', '92/110', 'Maturità', '88/100']",Magistrale,"['2019', '2021', '2015', '2019', '2009', '2014']",F,Impiegato
['Data Scientist'],"['laurea magistrale scienze statistiche', 'marketing e ricerche di mercato', 'scienze statistiche triennale']",Magistrale,"['2019', '2021', '2016', '2019']",M,Impiegato
"['Data Engineer', 'Tirocinio']","[""Master's degree"", 'Statistical Sciences, Official statistics', 'Laurea triennale', 'Scienze statistiche, Statistica economia e impresa']",Magistrale,"['2018', '2021', '2015', '2018']",F,Quadro
['Junior Software Developer'],"['Laurea breve', 'Statistica']",Triennale,"['2013', '2019']",M,Impiegato
['Gruppo Hera'],"['Laurea Specialistica in Scienze Statistiche', 'Statistica Economia ed Impresa -  Metodi quantitativi per le ricerche di mercato', '110/110', 'Master en Bioestadistica', 'Bioestadistica y Estadistica Aplicada', 'Laurea triennale in Economia e Commercio', 'Corso di Laurea di Economia e Commercio - Curriculum sperimentale in Scienze Statistiche']",Magistrale,"['2017', '2020', '2019', '2019', '2014', '2017']",M,Quadro
"['Deloitte Italia', 'SRQ 3202 - TECNICO DEI SERVlZl/PRODOTTI FINANZIARI, CREDITIZI, ASSICURATIVI', 'Assistenza fiscale', 'Assistenza fiscale', 'Operatore amministrativo segretariale']","['Laurea Magistrale LM , Statistica Economia e Impresa', 'Marketing e ricerche di mercato', 'Laurea triennale L41', 'Scienze Statistiche curriculum Economia e Impresa', '110 e lode', 'Diploma', 'Amministrazione Finanza e Marketing AFM', '98/100']",Magistrale,"['2019', '2021', '2016', '2019', '2010', '2015']",M,Impiegato
"['Illumia', 'Researcher in Biostatistics', 'Data analyst mobilità urbana e soddisfazione dei cittadini']","['Laurea Magistrale  LM', 'Statistica, economia e impresa', '110/110 e lode', 'Laurea triennale', 'Scienze Statistiche', '110/110 e lode', 'Diploma']",Magistrale,"['2018', '2020', '2015', '2018', '2010', '2015']",F,Impiegato
['Data Scientist'],"[""Master's degree in Statistical Sciences"", 'Data Science', '110L/110', 'Laurea in Scienze Statistiche', 'Statistica, economia e impresa', '110L/110', 'Maturità scientifica', 'Scienze applicate', '84/100']",Magistrale,"['2018', '2020', '2015', '2018', '2010', '2015']",M,Impiegato
"['Data Analyst', 'Sysdata S.p.A.', 'Data Science Academy']","[""Master's degree"", 'Statistical Sciences', 'Biostatistics', 'Laurea triennale', 'Scienze statistiche']",Magistrale,"['2017', '2020', '2019', '2019', '2015', '2018']",F,Impiegato
"['Business Data Analyst', 'Market Research Intern']","['Laurea Magistrale  LM', 'Scienze statistiche', '110 e lode', 'Exchange Programme', 'M.Sc. Economics', 'Laurea triennale', 'Sviluppo e cooperazione internazionale', '109']",Magistrale,"['2018', '2020', '2019', '2020', '2015', '2018']",M,Impiegato
"['Direzione Commerciale', 'Direzione Commerciale', 'Funzionario', 'Commerciale']",[],Triennale,[],M,Impiegato
['Consuente fiscale'],"['Laurea Magistrale  LM', 'Statistica, Economia e Impresa', 'in corso', 'Laurea triennale in Scienze Economiche', 'Economia aziendale/manageriale', '93/110', 'Diploma di Maturità Scientifica', 'Piano Nazionale Informatico (PNI)', '90/100']",Magistrale,"['2015', '2017', '2011', '2015', '2006', '2011']",M,Quadro
"['Data Scientist', 'Kantar', 'Degree Programme Tutor', 'High School Teaching Project - PLS', 'Tutoring']","['Second Cycle Degree in Statistical Sciences', 'curriculum Data Science', '110/110 con lode', 'Laurea Triennale in Scienze Statistiche', '110/110 con lode', 'Diploma', '100/100 con lode']",Triennale,"['2017', '2019', '2014', '2017', '2009', '2014']",F,Impiegato
"['Docente di Matematica e Fisica', 'Tutor didattico', 'Docente di Matematica e Fisica', 'Docente di Matematica', 'Docente di Matematica e Fisica', 'Collaboratrice Codifica Invalsi', 'Tutor di Matematica', 'Tutor di Matematica']","['Laurea Magistrale in Matematica', '110/110 e Lode', 'Laurea Triennale in Matematica', '105/110', 'Diploma di Maturità Scientifica', '90/100']",Magistrale,"['2014', '2018', '2010', '2014', '2005', '2010']",F,Impiegato
"['Insegnante di fisica e matematica', 'Insegnante di matematica', 'Assegnista di Ricerca']","['Laurea Magistrale  LM', 'Matematica', '110/110 cum laude', 'Laurea triennale', 'Matematica', '110/110', '100/100 cum laude']",Magistrale,"['2013', '2015', '2010', '2013', '2005', '2010']",M,Impiegato
['Professore di matematica'],"['Laurea Magistrale  LM', 'Matematica', '110 e Lode', 'Laurea triennale', 'Matematica']",Magistrale,"['2017', '2019', '2014', '2017']",F,Impiegato
"['Docente di matematica e fisica', 'Docente di matematica', 'Docente di matematica', 'Docente di matematica', 'PHD Student', 'Tutor', 'Laboratory Assistant', 'Computer Assistant']","[""Master's degree"", 'Astrophysics and Cosmology', ""Master's degree"", 'Theoretical Physics', '110/110', ""Bechelor's degree"", 'Physics', '110/110 cum laude', ""Master's degree"", 'Mathematics']",Magistrale,"['2012', '2014', '2009', '2012', '2006', '2009', '2020']",M,Impiegato
"['Professional Software Developer', 'Tesi di laurea magistrale', 'Tutor di Calcolo Numerico']","['Laurea Magistrale in Matematica', 'Corso di Laurea in Matematica', 'Laurea Triennale in Matematica', 'Corso di Laurea in Matematica']",Magistrale,"['2017', '2019', '2014', '2017']",F,Impiegato
"['Professoressa di matematica e scienze', 'Dottorando']","['Doctor of Philosophy - PhD', 'Biologia molecolare']",Dottorato,[],F,Impiegato
"['Educational Data Scientist and Learning Designer', 'Doctoral Student', 'Professore di matematica e fisica', 'Professore di matematica', 'Professore a contratto', 'Professore di matematica, fisica, informatica']","['Corsi singoli (30 cfu)', 'Artificial Intelligence', 'TFA', 'matematica e fisica', '99/100', 'Laurea magistrale', 'Matematica', '110 e lode', '1°\xa0livello - Laurea L', 'Matematica', '110']",Magistrale,"['2019', '2020', '2013', '2014', '2009', '2011', '2006', '2009']",M,Impiegato
"[""Docente di matematica fino al termine dell'attività didattica"", 'Insegnante di sostegno']","['Laurea Magistrale', 'Matematica', '110/110 e Lode']",Magistrale,"['2014', '2016']",F,Impiegato
"['Insegnante di Matematica e Fisica', 'Tutor di Analisi Matematica', 'Insegnante di fisica e matematica', 'Insegnante di Matematica e Fisica', 'Insegnante di Matematica e Fisica', 'Tutor di Analisi Matematica', 'Insegnante di Matematica e Fisica', 'Coach', 'Istruttore', 'Consulente Commerciale', 'Group Fitness Manager']","['Laurea', 'Matematica', 'Master Pratictioner P.N.L., 2° livello intelligenza emotiva', 'Intervento Strategico-P.N.L.-Modelling-Costellazioni Familiari-Modelli Ipnotici', 'Diploma Scientifico']",Triennale,"['1992', '2006', '2006', '2010', '1987', '1992']",F,Impiegato
"['Bar Manager', 'Head Bartender', 'Socia e Collaboratrice', 'Bartender']","['Laurea triennale', 'Scienze internazionali e diplomatiche', 'Diploma']",Triennale,[],F,Dirigente
"['Insegnante di matematica e fisica', 'Insegnante di matematica e fisica']","['Laurea triennale in Fisica', '110/110 e Lode', ""Abilitazione all'insegnamento"", 'Classe di concorso A027 (ex A049)', 'Doctor of Philosophy - PhD', 'Matematica', 'Laurea Specialistica', 'Matematica', '110/110 e Lode']",Triennale,"['2015', '2018', '2013', '2013', '2010', '2013', '2007', '2009']",F,Impiegato
['Professore di Matematica e Fisica'],"['Laurea Magistrale  LM', 'Matematica', 'Laurea triennale in Matematica', 'Matematica', '110 e Lode']",Magistrale,"['2020', '2022', '2017', '2020']",M,Impiegato
"['Digital Analyst', 'Tutor Didattico', 'Tutor di matematica']","['Laurea Magistrale  LM', 'Matematica', '110/110 e Lode', 'Laurea triennale', 'Matematica', 'Diploma']",Magistrale,"['2018', '2020', '2014', '2018', '2009', '2014']",F,Impiegato
"['Junior Operation Analyst', 'Tirocinante']","['Laurea Magistrale in Matematica', 'Matematica', '110 con lode', 'Laurea triennale in Matematica', 'Matematica', '101/110', 'Diploma di ragioniere perito commerciale e programmatore', '100/100']",Magistrale,"['2017', '2020', '2013', '2017', '2008', '2013']",F,Impiegato
['Junior Software Engineer'],"['Academy Java Full Stack', 'Laurea Magistrale  LM', 'Matematica', '105/110', 'Laurea triennale', 'Matematica', '95/110']",Magistrale,"['2020', '2020', '2016', '2019', '2007', '2016']",F,Impiegato
"['Docente', 'docente', 'Tutor di matematica', 'Tutor di matematica', 'Tutor di matematica']",['Laurea in matematica'],Triennale,"['1995', '1999']",M,Impiegato
['Insegnante di matematica'],"['Laurea Magistrale  LM', 'Matematica', '106/110', 'Laurea Triennale in Matematica - classe L35', 'Matematica', '91/110']",Magistrale,"['2017', '2019', '2012', '2017']",F,Impiegato
"['Docente a contratto', 'Insegnante di matematica', 'Segreteria studenti', 'Insegnante di matematica']","['Laurea Specialistica in Matematica', 'Matematica', '110']",Magistrale,"['2013', '2016']",M,Impiegato
"['docente', 'Docente di matematica', 'Docente di matematica, scienze, fisica ed informatica', 'Proprietaria', 'Operatore', 'Tutor didattico al laboratorio di fisica in moto']","['Laurea Magistrale  LM', 'Matematica', 'Matematica', 'Laurea triennale', 'Matematica', 'Corso biologico ambientale']",Magistrale,"['2015', '2018', '2014', '2015', '2008', '2013', '2004', '2008']",F,Impiegato
"['Tutor di Matematica e Fisica', 'Studentessa tirocinante', 'Stagista']","['Laurea Magistrale  LM', 'Matematica, Indirizzo Didattico', 'Attestato', 'Corso BIG DATA Lab', 'Laurea triennale', 'Matematica', 'Diploma', 'Liceo Scientifico']",Magistrale,"['2019', '2021', '2020', '2020', '2015', '2019', '2010', '2015']",F,Impiegato
"['Consulente aziendale', 'Consulente', 'COnsulente']",[],Triennale,[],F,Quadro
"['Insegnante di matematica', 'Analista dati', 'Tirocinante', 'Collaboratore esterno']","['Laurea Magistrale LM', 'Matematica', '110/110 e lode', 'Laurea', 'Matematica', '91/110', 'Maturità scientifica', '93/100']",Magistrale,"['2015', '2018', '2011', '2015', '2006', '2011']",F,Impiegato
"['Docente di Matematica Applicata', 'Docente di matematica e informatica', 'Docente di Matematica Applicata', 'Docente di Matematica Applicata', 'Docente di Matematica Applicata', 'Docente', 'Docente', 'Docente']","['Matematica', 'Abilitazione in Discipline Economico Aziendali', 'Abilitazione in Matematica Applicata', 'Economia e commercio']",Triennale,"['2000', '2001', '1999', '2000']",F,Impiegato
"['Docente di Matematica e Scienze', 'Docente di Matematica e Fisica', 'Data Scientist', 'Docente presso Summer School Artificial Intelligence', 'stagista Big Data Analytics']","['Laurea Specialistica', 'Matematica applicata', '110/110 e lode', 'Erasmus', 'Matematica', 'Laurea triennale', 'Matematica', '108', '98']",Magistrale,"['2014', '2016', '2015', '2015', '2011', '2014', '2006', '2011']",F,Impiegato
['Junior Energy Consultant'],"['Laurea triennale', 'Matematica', '109/110', 'Diploma', '100 e lode']",Triennale,"['2017', '2020', '2013', '2017']",M,Impiegato
"['Insegnante di matematica istruzione secondaria', 'Teaching Assistant', 'Phd student in Mathematics', 'Mathematics Tutor', 'Insegnante di matematica (A47)']","['Abilitation for Mathematics Teaching at High School Level (TFA)', 'Mathematics (A047)', '98/100', ""Master's degree"", 'Matematica', '110/110 cum laude', ""Bachelor's degree"", 'Matematica', '110/110']",Magistrale,"['2014', '2015', '2008', '2011', '2005', '2008']",M,Impiegato
['Docente di matematica e fisica'],"['tutor dsa e disabili area scientifica', 'Laurea Magistrale  LM', 'Matematica', '105', '1° ciclo -  Laurea L', 'Matematica']",Magistrale,"['2017', '2018']",F,Impiegato
"['Docenti', 'impiegata amministrativa', 'impiegata amministrativa']","['Laurea Magistrale  LM', 'Matematica']",Magistrale,"['1995', '2002']",F,Impiegato
"['Insegnante di Fisica e Matematica', 'Creatore', ""Materiale didattico per l'insegnamento della Fisica"", 'Insegnante di Fisica e Matematica', ""Materiale didattico per l'insegnamento della Fisica""]","['Laurea in Fisica', 'Scienze Matematiche Fisiche e Naturali', 'Physics']",Triennale,"['1994', '2000', '1998', '1998']",M,Impiegato
"['Insegnante di Matematica e Fisica', 'Insegnante di Matematica', 'Tutor di matematica e fisica']","['Laurea Magistrale  LM', 'Matematica', 'Laurea triennale', 'Matematica', 'Mathématiques']",Magistrale,[],F,Impiegato
"['docente di matematica e fisica', 'consulente']","['Laurea in matematica', 'laurea', 'Matematica']",Triennale,[],F,Impiegato
"['Contributor', 'Contributor', 'Traduttore', 'Researcher', 'Waiter', 'Intern']","['Master of Arts (MA)', 'Diplomacy and International Politics', 'Laurea Magistrale  LM', 'Relazioni Internazionali', '110/110L', 'Sociologia e Relaçoes Internationais', '1° ciclo -  Laurea L', 'Scienze politiche e delle Relazioni Internazionali', '106/110']",Magistrale,"['2013', '2014', '2009', '2012', '2008', '2009', '2006', '2009']",M,Impiegato
"['Insegnante di matematica', 'CCO', 'Freelance Web Designer', 'CEO', 'markup, sviluppo', 'redattore']","['Laurea triennale', 'Matematica', '99/110', 'Bachelor of Engineering (BEng)', 'Mechanical Design']",Triennale,"['2008', '2012', '2006', '2008']",M,Impiegato
"['Professore Matematica e Scienze A28', 'Professore di matematica e scienze A028', 'Professore di matematica A 26']","['Laurea Magistrale  LM 40', 'Matematica applicata', '110L']",Magistrale,"['2015', '2018']",M,Impiegato
['Insegnante'],[],Triennale,[],F,Impiegato
['docente di matematica e fisica'],"['laurea', 'astronomia, fisica, matematica', 'laurea', 'astronomia', 'scientifico']",Triennale,"['1992', '2002', '1992', '2000', '1986', '1991']",F,Impiegato
['Risk Analyst'],"['Corso di alta formazione', 'Finanza matematica', 'Laurea Magistrale  LM', 'Matematica', 'Laurea triennale', 'Matematica']",Magistrale,"['2020', '2021', '2017', '2020', '2014', '2017']",M,Impiegato
"['Docente di Matematica e Fisica', 'Docente di Matematica', 'Progetto di Tesi sperimentale, Laurea Magistrale', 'Docente di Matematica e Fisica', 'Museo della Scienza']","['Magistrale in Matematica', 'Matematica']",Magistrale,"['2012', '2014']",F,Impiegato
['Insegnante'],"['Laurea Magistrale  LM', 'Matematica', '110/110 e lode', 'Laurea triennale', 'Matematica', '105/110', 'Maturità scientifica', 'Liceo scientifico', '100/100 e lode']",Magistrale,"['2018', '2020', '2015', '2018', '2010', '2015']",F,Impiegato
"['M.I.U.R.', 'CONSULENTE', 'Accenture', 'ANALISTA - PROGRAMMATORE - CONSULENTE', 'ANALISTA - PROGRAMMATORE - CONSULENTE']","['Laurea in Matematica', 'Indirizzo Applicativo - Orientamento numerico-economico - Relatore di Laurea Prof. Daniele Ritelli', '108/110', ""Scuola di Specializzazione per l'Insegnamento nella Scuola Secondaria"", 'High School', 'Computer/Information Technology Administration and Management, Economics, Accountancy, Technique', '60/60']",Triennale,"['1995', '2000', '2007', '2009', '1989', '1994']",F,Impiegato
['Sviluppatore'],"['Laurea Magistrale  LM', 'Matematica applicata', '101', 'Laurea triennale', 'Matematica']",Magistrale,"['2009', '2011', '2006', '2009']",M,Impiegato
"['Progettista software', 'Business Analyst', 'Collaboratore part-time']","['Laurea Magistrale  LM', 'Matematica applicata', '110/110 e lode', 'Laurea triennale', 'Matematica', '105/110', 'Diploma di Liceo Scientifico', '100/100 e lode']",Magistrale,"['2015', '2017', '2012', '2015', '2007', '2012']",F,Quadro
"['RSA', 'Assistente amministrativo', 'Volontario', 'Studente tirocinante']","['Laurea Magistrale  LM', 'Relazioni internazinali - Studi Europei', '105', 'Laurea triennale in Scienze Umanistiche', 'Scienze politiche, sociali e relazioni internazionali', '88/100', 'Diploma']",Magistrale,"['2018', '2021', '2015', '2018', '2006', '2011']",M,Impiegato
"['Analista Programmatore', 'Sviluppatore junior']","['Laurea Magistrale  LM', 'Matematica', '110/110 e lode', 'Laurea triennale', 'Matematica', '100/110']",Magistrale,"['2018', '2020', '2015', '2018']",F,Quadro
['Junior Developer'],"['Laurea magistrale', 'Matematica applicata', 'Corso di Alta Formazione in Finanza Matematica', 'Laurea breve', 'Matematica']",Magistrale,"['2017', '2020', '2018', '2019', '2013', '2017']",F,Impiegato
"['Insegnante', 'Insegnante', 'Insegnante di matematica', 'Insegnante']","['Laurea Magistrale in Matematica', '110/110', '1°\xa0livello - Laurea L', 'Matematica', '103/110']",Magistrale,"['2016', '2019', '2012', '2016']",F,Impiegato
"['Ripetizioni in matematica e fisica', 'Cameriera']","['Laurea Magistrale LM in Matematica', 'Matematica', 'Laurea Triennale in Matematica', '104']",Magistrale,"['2020', '2022', '2017', '2020']",F,Impiegato
['Sysdata S.p.A.'],"['Laurea Magistrale  LM', 'LM-40 Matematica', '110 Lode', 'Master Mathematiques', 'Erasmus', 'Erasmus', 'Mathematics']",Magistrale,"['2016', '2019', '2018', '2018', '2015', '2016']",F,Impiegato
